Feature ID,Domain,Phylum,Class,Order,Family,Genus,species
df91f3a0da17b883fbbaca4e90feb3be,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
08220c63935e60ddef0830ac0cd3a6c5,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Rhodoluna, uncultured_bacterium
8a708778e5a5f5a6d79a3923406f7fca,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
b4289ab0a9a00034c1fbce477b2c4ded,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,Unassigned
cc228af6dc635df11d53d2e89e92caaa,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Rhynchosporium_secalis
fc6622c636a5210293fb2873fc4761d9,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
8735f92a7f18db944bc862777fbd3222,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
54658c5cabc3c6c07f1e6556120cc99c,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Rhizobacter,Unassigned
a5e343df0faf5071bc1a13623a27ed42,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
55711cc619cfa305510194e9dd01c519,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
41267fc33d4916b524af6a6a8a2d7345,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Rhodocyclaceae, Uliginosibacterium, uncultured_bacterium
70b702ba45ffcf0854a39a9e76a8bb4e,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Rhynchosporium_secalis
616da8ccdb6d20939976f728a62cb70c,Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter, bacterium_MI-37
1e3b367d4e28e91d2ef3eefb05184ee8,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
4c0ddc6b69cf809a746ddd5d25c4bbc4,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Methylophilaceae, uncultured, uncultured_beta
c5f86b3664761345cd3423e8b23f8013,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
94d28567878fbdff3004f61139f00c39,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
c454a1f3380b1ddd6d5497ea28a26b0b,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae,Unassigned,Unassigned
a9164d01308501b576afa06256a15b0f,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
77a1e8bc25be2a0afd352762ed9497ce,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas,Unassigned
584dbd9cf4b609aecf37caf15ee9ebab,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
c29a0fb4153cae25f1b27fcdaa51a764,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast, Chlamydomonas_reinhardtii
a3bb347b60d022af288ff5e6a8186322,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria,Unassigned
bc9a99e95c42d814dbaeab935b2ba74c,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter,Unassigned
c757ad670c5d796cb866c941c62c4e33,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,Unassigned
cafb7f5eb519a1b8aa188cf4954a42b7,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae, Tolumonas,Unassigned
45b6cf6b84a67eba6d84eae211bda160,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
5582e198f56503907788cf72dd03f92a,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
4fde03be8d709bc51d1a1b25eccc102e,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Aquabacterium,Unassigned
8f94e98dd196e7d231de8abcf34f7923,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Chitinophaga,Unassigned
68262884f1021c896f8e1bf7348d773c,Bacteria, Bacteroidota, Bacteroidia, Flavobacteriales, Flavobacteriaceae, Flavobacterium,Unassigned
e12baca9171d28386a70fbec836f715c,Bacteria, Bacteroidota, Bacteroidia, Sphingobacteriales, Sphingobacteriaceae, Mucilaginibacter, metagenome
a046edb519c4e3cbdf77ada497c4d743,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Rhodoferax,Unassigned
1f85d33299c89bb7964615900b06554d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,Unassigned,Unassigned
3dbf66ee7707a9c91038139380697b07,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas_anguilliseptica
d72d042711dbdcf31d1af5868b0966e2,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Arcicella, uncultured_bacterium
bba9c8e817b6091538575b19cbd3e293,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, Oryza_longistaminata
def63c79a6ac47247d58504df74b6b9f,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis,Unassigned
b383a0f98e44fe8a7452ebf944105c48,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus,Unassigned
6c3fb343f46983254cdb83e99fa07a49,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,Unassigned,Unassigned
1c86ccd923464734e4da8060ab80980f,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
9c54c522a386d5ed75686001dae803d9,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
edecf7eb4c0a5cd2663bbe43c97001b4,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
8012da7c810e58147175f741af2a78d2,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
0f039954ee08a00d924d82031f6200e4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae, Devosia,Unassigned
b746b3c2d0775a164de0af0571bbea5f,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
a517fe7f0572948153f7ba5fd7606199,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, uncultured, uncultured_gamma
fea94503ecbcf54cb95c7a518db2c5df,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
fccd274e718e26b32c71f188d97d9e59,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus,Unassigned
6db925be547a565b29628bf8449acbc7,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, OLB12, uncultured_Bacteroidetes
8609d4c85c4f35b6e243ce07423686d7,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
d8cc07493cf324ea077da83d74693662,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
dc41d7b09e9ace19c5575c5c80e858bf,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria,Unassigned
8912cd00a67152e4e290f4544b3fa6ae,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter,Unassigned
81bc354d69ee2b6be47ccd9077908d98,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae,Unassigned,Unassigned
d295b9a63b6148b9f4663819da1c914b,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Curvibacter,Unassigned
f5dceaa232a9d10abfab64ad8fc14b0a,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,Unassigned,Unassigned
72e5d5a005efd2af132e57ce343736bf,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Duganella,Unassigned
0dd3cde9cb4442d59132c5beee0afd24,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,Unassigned,Unassigned
3863958a80537003b48d0d688d8737c3,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Limnobacter,Unassigned
a1db6947cab9da9bf9ecf98042859ee1,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
98f442cc93b146fff3f814bc22fdd48f,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
eefb092278076f6b988c49728e99a28a,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
1cd5ee829c4929da66f03c643950a9a6,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis,Unassigned
3eb3fb34d10132a816ad049d0f760d12,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, uncultured, uncultured_bacterium
39ac3610a14dc6665c8b3af2b6f4a367,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, CM1G08, metagenome
113381e3893ed86fffe77e3fce5dd07f,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, uncultured,Unassigned
ba9ecb28932826e70d43988826679fbc,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, metagenome
d5a5c8f530423b6fc84d830e90ac433b,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, Panacibacter_ginsenosidivorans
6ca072aeb676074a4f3eeda5740f38be,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Ferruginibacter,Unassigned
da5d39dd66fed0d77336126ebd7fce1f,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
b701af8d98ca714dab16ab6724bb631a,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae,Unassigned,Unassigned
10e239bb265c782cbdd9517d30424660,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Chromobacteriaceae,Unassigned,Unassigned
a020a4169b2edf1a47746d18d2d3ae1b,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, uncultured_eubacterium
28901f408a83a0641d1a4b93c0f3374e,Bacteria, Verrucomicrobiota, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, uncultured, uncultured_bacterium
af27577de5edb10c09f7fc19b9ca45ca,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,Unassigned,Unassigned
e54932503645ed6b14710452284ae8f8,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured, Oryza_longistaminata
ad9e0017fee8f1eaaf3c142b2c9fa459,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Hyphomonadaceae, Hirschia,Unassigned
45e269d813793ec3b2c4eca617aeaa8d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
d385bede52c96ed0ee6c1a30a5db4e78,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Ferruginibacter, metagenome
79029fa983ec4eda60117a273a52cfc0,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter,Unassigned
80dae8adc40ae641864b3bb942bced1c,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
301b20122c825c2ab38ddb980d93ae9a,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
e8724520788bb38a7f9d22c91318f016,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Rhizobacter,Unassigned
f864cdb74418a4577068bb3b5a8a5a68,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Niastella, uncultured_bacterium
d573204bff557b8cbe69cc6831d749d8,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Microbacteriaceae, Rhodoluna, uncultured_bacterium
22240bb829e04c3132542f4aabda284a,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
e73fd3a8e69bacb87efec068596af9a0,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
cd37e3b7102cf737f4e3715bfa2767b5,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
57a4c32cfd9b59f60a259e4047924ffe,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
eb2625c1474f98f554b002fcd5d1088e,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Flectobacillus, Flectobacillus_fontis
97993a7050ff88a25c8c82f4cdcbc707,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, Ferruginibacter,Unassigned
20be6ef78fbea1bec7534dcaa8151649,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
0db8b07e5df714cf704a4642c53c90c6,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
03645c0726beb540ae73f511baf16b59,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis,Unassigned
061d39ae90b98dca520f355b57aaf55e,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, uncultured_Sphingomonas
2457cfb1aa8b4c8dcb2fe5d4b44312d9,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
585acbab6a2210c0f4feb3a5180a89a3,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
cc2c882b21321f1f03203240d266974d,Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured,Unassigned
347eadb9c31e728df4865beb3d73d74e,Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Spongiibacteraceae, BD1-7_clade, uncultured_Haliea
137d9adb289710056967fa2b840336a4,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
3751fb8d480a1573bc30abb16a5e300c,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
40e2e1d8949f20074af6533ad4a8b288,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Silene_dioica
9582615945663e8fb805e031c9533ede,Bacteria, Myxococcota, Polyangia, Polyangiales, Sandaracinaceae, uncultured,Unassigned
8f9471d0d5ccaffeed16d64a2f5a03b9,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, uncultured_soil
3a5cdcb04a2e27892e32cda64250dd26,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,Unassigned,Unassigned
994309c1606e716e6c2a8c61620ac747,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Silene_dioica
f22dbe466ab7a6820a3fa8f0c23529d6,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Alkanindiges, uncultured_bacterium
2ea3eae36df9446ce557f5f540467eb9,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
71dbb5755f17cb30825c2aa558ecc242,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae,Unassigned,Unassigned
ee705bbea43c68a47a9c2ba41efa2067,Bacteria, Armatimonadota, Armatimonadia, Armatimonadales, Armatimonadaceae, Armatimonas,Unassigned
4b0c679ff03a39cf2b15638adb95253d,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Pseudorhodobacter, metagenome
038d90af8717fff9e4e9449e40666efa,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Silene_dioica
4f721fd4be56dc8f4b3675415d7fd016,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria,Unassigned
158732d2ecb28a9a9989a666e472dd08,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium,Unassigned
b397650dc3c5d30568cabd36f02cbdde,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiales_Incertae_Sedis, Phreatobacter,Unassigned
49469f2acd202a7a07c0f536d939efd8,Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, Chloroplast, Chloroplast,Unassigned
2d76ea66b304c7e95e448f1034f3fed2,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, uncultured,Unassigned
0ca2eb01c2e69f3b10c46f06b0d5c236,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis,Unassigned
1ec9fd06c88669eb15764e0b441ade46,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Burkholderiaceae, Robbsia,Unassigned
fffa52555f0d542613a26955a558d76d,Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, Steroidobacter, bacterium_MI-37
c6a1bcade8e25ef27a84b3c854640d4d,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria,Unassigned
38eb18bdb8fc24ba2666bc99f04719ba,Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae,Unassigned,Unassigned
5f7b4b8910e06c7fb7cde3fdd7df1eaa,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Asticcacaulis, uncultured_Gram-positive
4f4d7bed9b9511d671adb9d26d136d24,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Mitochondria, Mitochondria, Rhynchosporium_secalis
b3fe77bd4d27e30779be9b5fbdcd84bd,Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Actinoplanes,Unassigned
2b05a6e9e6c580f7fc168a5bbb29de2d,Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Spirosomaceae, Arcicella, uncultured_bacterium
